	18
	18
	18
	18
	18
15	18
6	18
21	18
33	18
18	18
27	18
21	18
21	18
18	18
27	18
24	18
24	18
30	18
21	18
27	18
33	18
12	18
21	18
24	18
27	18
18	18
15	18
12	18
15	18
18	18
24	18
24	18
24	18
24	18
30	18
27	18
12	18
18	18
12	18
24	18
21	18
18	18
21	18
27	18
30	18
9	18
27	18
18	18
12	18
21	18
21	18
24	18
12	18
24	18
18	18
18	18
21	18
24	18
24	18
18	18
18	18
24	18
27	18
6	18
21	18
36	18
30	18
33	18
12	18
12	18
15	18
24	18
21	18
9	18
18	18
30	18
15	18
12	18
30	18
18	18
9	18
18	18
27	18
33	18
33	18
18	18
30	18
33	18
33	18
27	18
27	18
36	18
21	18
42	18
6	18
15	18
12	18
24	18
18	18
18	18
13	18
27	18
51	18
21	18
36	18
15	18
33	18
39	18
15	18
15	18
24	18
21	18
21	18
24	18
18	18
15	18
12	18
9	18
36	18
42	18
27	18
30	18
12	18
27	18
18	18
6	18
21	18
18	18
18	18
18	18
27	18
30	18
30	18
27	18
21	18
6	18
6	18
9	18
12	18
15	18
15	18
15	18
15	18
24	18
24	18
18	18
21	18
18	18
15	18
9	18
10	18
18	18
21	18
9	18
21	18
15	18
16	18
15	18
54	18
51	18
45	18
33	18
21	18
24	18
18	18
36	18
6	18
24	18
9	18
9	18
9	18
9	18
18	18
21	18
18	18
18	18
18	18
9	18
15	18
15	18
15	18
24	18
36	18
18	18
18	18
12	18
18	18
18	18
24	18
15	18
18	18
6	18
27	18
15	18
24	18
18	18
27	18
12	18
23	18
6	18
15	18
12	18
24	18
24	18
15	18
15	18
12	18
24	18
21	18
6	18
6	18
24	18
27	18
33	18
33	18
33	18
15	18
6	18
6	18
15	18
21	18
18	18
5	18
42	18
18	18
33	18
36	18
21	18
33	18
24	18
12	18
21	18
24	18
18	18
18	18
19	18
15	18
24	18
27	18
15	18
12	18
27	18
27	18
15	18
15	18
18	18
12	18
30	18
27	18
30	18
8	18
18	18
15	18
30	18
27	18
12	18
15	18
24	18
18	18
12	18
24	18
18	18
12	18
12	18
18	18
27	18
27	18
12	18
21	18
18	18
18	18
27	18
24	18
33	18
15	18
18	18
18	18
12	18
18	18
21	18
24	18
21	18
15	18
9	18
24	18
9	18
15	18
21	18
30	18
18	18
21	18
30	18
33	18
30	18
21	18
21	18
6	18
33	18
9	18
15	18
36	18
2	18
39	18
15	18
27	18
15	18
15	18
33	18
33	18
36	18
12	18
15	18
15	18
24	18
24	18
21	18
18	18
21	18
18	18
18	18
12	18
2	18
34	18
37	18
30	18
12	18
21	18
30	18
27	18
15	18
33	18
21	18
21	18
27	18
33	18
21	18
21	18
21	18
21	18
24	18
15	18
6	18
21	18
24	18
24	18
27	18
9	18
15	18
15	18
9	18
9	18
12	18
12	18
12	18
15	18
15	18
15	18
15	18
18	18
18	18
12	18
24	18
15	18
21	18
19	18
18	18
18	18
15	18
21	18
6	18
30	18
12	18
9	18
15	18
21	18
15	18
24	18
12	18
12	18
12	18
24	18
12	18
15	18
15	18
27	18
15	18
9	18
9	18
24	18
27	18
30	18
30	18
33	18
18	18
12	18
15	18
15	18
21	18
9	18
15	18
15	18
15	18
21	18
21	18
21	18
18	18
18	18
12	18
17	18
27	18
30	18
21	18
21	18
42	18
24	18
12	18
6	18
18	18
30	18
27	18
18	18
18	18
27	18
21	18
21	18
15	18
18	18
18	18
12	18
18	18
18	18
12	18
21	18
21	18
27	18
21	18
15	18
15	18
12	18
15	18
36	18
36	18
27	18
60	18
27	18
11	18
11	18
24	18
12	18
15	18
21	18
27	18
18	18
12	18
12	18
18	18
24	18
18	18
12	18
12	18
18	18
30	18
21	18
15	18
21	18
12	18
27	18
18	18
30	18
12	18
21	18
42	18
9	18
12	18
33	18
18	18
18	18
9	18
15	18
9	18
9	18
27	18
27	18
27	18
27	18
27	18
7	18
6	18
7	18
7	18
15	18
12	18
12	18
18	18
9	18
9	18
12	18
30	18
12	18
15	18
18	18
27	18
24	18
21	18
9	18
21	18
15	18
15	18
15	18
15	18
27	18
15	18
12	18
30	18
15	18
15	18
6	18
21	18
15	18
7	18
7	18
6	18
6	18
7	18
24	18
27	18
15	18
18	18
21	18
30	18
30	18
24	18
18	18
27	18
99	18
18	18
24	18
12	18
24	18
21	18
12	18
21	18
15	18
9	18
9	18
9	18
9	18
21	18
18	18
24	18
6	18
12	18
24	18
15	18
12	18
15	18
27	18
27	18
9	18
18	18
36	18
12	18
24	18
45	18
21	18
30	18
21	18
21	18
33	18
21	18
15	18
23	18
15	18
21	18
21	18
21	18
18	18
24	18
18	18
21	18
9	18
9	18
12	18
27	18
33	18
27	18
15	18
15	18
24	18
24	18
21	18
15	18
15	18
9	18
24	18
30	18
24	18
18	18
21	18
21	18
24	18
30	18
21	18
12	18
12	18
18	18
18	18
12	18
12	18
21	18
12	18
12	18
24	18
18	18
18	18
5	18
21	18
12	18
21	18
21	18
24	18
30	18
15	18
18	18
18	18
18	18
21	18
15	18
30	18
30	18
18	18
15	18
24	18
21	18
12	18
15	18
6	18
12	18
9	18
30	18
30	18
30	18
11	18
30	18
33	18
27	18
67	18
12	18
12	18
21	18
24	18
24	18
18	18
18	18
15	18
30	18
21	18
21	18
18	18
30	18
7	18
36	18
30	18
21	18
18	18
18	18
15	18
12	18
12	18
24	18
24	18
30	18
39	18
19	18
24	18
45	18
30	18
27	18
12	18
15	18
15	18
15	18
18	18
24	18
21	18
21	18
18	18
27	18
15	18
15	18
27	18
15	18
15	18
12	18
15	18
6	18
27	18
21	18
12	18
9	18
27	18
33	18
15	18
6	18
6	18
3	18
18	18
6	18
9	18
15	18
18	18
21	18
27	18
18	18
12	18
24	18
27	18
21	18
24	18
15	18
18	18
21	18
24	18
9	18
39	18
21	18
27	18
18	18
39	18
15	18
8	18
9	18
6	18
6	18
9	18
9	18
9	18
9	18
9	18
9	18
12	18
12	18
12	18
12	18
12	18
15	18
33	18
39	18
30	18
18	18
18	18
12	18
29	18
27	18
42	18
21	18
24	18
24	18
6	18
21	18
15	18
27	18
24	18
36	18
36	18
15	18
18	18
18	18
24	18
21	18
15	18
30	18
18	18
18	18
18	18
18	18
30	18
15	18
39	18
15	18
36	18
21	18
18	18
30	18
18	18
18	18
12	18
24	18
27	18
30	18
27	18
21	18
18	18
15	18
15	18
12	18
9	18
24	18
30	18
14	18
21	18
24	18
1	18
27	18
18	18
33	18
24	18
27	18
12	18
27	18
30	18
15	18
15	18
30	18
27	18
21	18
24	18
21	18
24	18
14	18
15	18
9	18
24	18
18	18
15	18
9	18
12	18
15	18
14	18
21	18
18	18
9	18
24	18
30	18
45	18
24	18
15	18
15	18
15	18
21	18
39	18
18	18
15	18
24	18
21	18
18	18
18	18
21	18
21	18
21	18
24	18
12	18
12	18
15	18
18	18
27	18
30	18
30	18
5	18
21	18
24	18
12	18
24	18
24	18
24	18
18	18
18	18
18	18
24	18
18	18
18	18
21	18
18	18
14	18
36	18
39	18
30	18
33	18
27	18
27	18
42	18
33	18
21	18
15	18
9	18
9	18
27	18
24	18
24	18
18	18
24	18
63	18
63	18
21	18
18	18
9	18
15	18
33	18
12	18
27	18
30	18
9	18
27	18
27	18
18	18
18	18
21	18
27	18
27	18
15	18
15	18
27	18
27	18
15	18
18	18
21	18
18	18
21	18
42	18
24	18
21	18
21	18
18	18
21	18
21	18
24	18
24	18
24	18
24	18
21	18
21	18
15	18
27	18
27	18
18	18
15	18
24	18
24	18
24	18
12	18
9	18
9	18
15	18
15	18
15	18
15	18
15	18
18	18
9	18
21	18
12	18
15	18
21	18
6	18
9	18
9	18
9	18
21	18
15	18
15	18
21	18
21	18
27	18
18	18
18	18
18	18
18	18
30	18
15	18
30	18
44	18
18	18
21	18
27	18
39	18
30	18
24	18
24	18
12	18
12	18
21	18
9	18
12	18
12	18
12	18
15	18
15	18
30	18
30	18
12	18
24	18
21	18
24	18
18	18
15	18
24	18
42	18
42	18
15	18
24	18
33	18
33	18
30	18
30	18
30	18
24	18
24	18
7	18
21	18
24	18
24	18
21	18
33	18
12	18
24	18
15	18
27	18
9	18
18	18
21	18
48	18
21	18
15	18
8	18
30	18
24	18
18	18
18	18
12	18
6	18
24	18
12	18
15	18
21	18
24	18
15	18
15	18
15	18
36	18
18	18
18	18
12	18
18	18
9	18
24	18
24	18
33	18
21	18
27	18
30	18
30	18
18	18
21	18
24	18
15	18
15	18
30	18
27	18
24	18
27	18
12	18
27	18
21	18
18	18
21	18
12	18
18	18
24	18
18	18
24	18
12	18
24	18
33	18
21	18
30	18
27	18
18	18
30	18
18	18
21	18
21	18
24	18
21	18
21	18
24	18
36	18
21	18
21	18
15	18
18	18
12	18
12	18
15	18
18	18
21	18
21	18
12	18
12	18
39	18
42	18
42	18
33	18
12	18
18	18
12	18
15	18
15	18
33	18
18	18
18	18
9	18
24	18
9	18
9	18
9	18
15	18
18	18
18	18
21	18
18	18
6	18
9	18
15	18
24	18
24	18
21	18
15	18
21	18
21	18
21	18
24	18
27	18
21	18
21	18
15	18
15	18
24	18
21	18
12	18
12	18
6	18
18	18
21	18
15	18
21	18
21	18
51	18
39	18
18	18
18	18
18	18
18	18
18	18
21	18
24	18
18	18
18	18
18	18
15	18
15	18
15	18
21	18
18	18
18	18
18	18
24	18
15	18
24	18
24	18
24	18
18	18
21	18
36	18
9	18
12	18
18	18
21	18
18	18
15	18
18	18
21	18
21	18
21	18
27	18
24	18
24	18
24	18
24	18
21	18
15	18
12	18
12	18
12	18
24	18
27	18
27	18
18	18
18	18
12	18
18	18
21	18
9	18
15	18
24	18
21	18
21	18
18	18
18	18
18	18
6	18
6	18
27	18
6	18
30	18
9	18
21	18
9	18
15	18
12	18
15	18
30	18
36	18
27	18
15	18
15	18
15	18
12	18
15	18
36	18
24	18
24	18
33	18
24	18
15	18
9	18
18	18
18	18
21	18
9	18
36	18
27	18
18	18
36	18
21	18
18	18
9	18
21	18
30	18
24	18
30	18
30	18
